ID;Autor;Buch;Jahr
B626;Leo Tolstoy;War and Peace;1879
B627;Leo Tolstoy;War and Peace;1886
B628;Leo Tolstoy;Anna Karenina;1888
B629;Leo Tolstoy;Anna Karenina;1889
B630;Leo Tolstoy;Anna Karenina;1888
B631;Leo Tolstoy;Anna Karenina;1882
B632;Stephen King;The Shining;1977
B633;Stephen King;The Shining;1996
B634;Stephen King;The Shining;1978
B635;Stephen King;The Shining;1989
B636;Stephen King;It;1990
B637;Stephen King;It;2001
B638;Stephen King;It;2002
B639;Stephen King;Misery;2006
B640;Stephen King;Misery;1995
B641;Stephen King;Misery;2000
B642;Stephen King;The Dark Tower;1987
B643;Stephen King;The Dark Tower;1999
B644;Stephen King;The Dark Tower;2001
B645;Isaac Asimov;Foundation;1969
B646;Isaac Asimov;Foundation;1964
B647;Isaac Asimov;Foundation;1956
B648;Isaac Asimov;Foundation;1966
B649;Isaac Asimov;Foundation;1968
B650;Isaac Asimov;I, Robot;1961
B651;Isaac Asimov;I, Robot;1965
B652;Isaac Asimov;I, Robot;1959
B653;Isaac Asimov;The End of Eternity;1955
B654;Isaac Asimov;The End of Eternity;1955
B655;Isaac Asimov;The End of Eternity;1972
B656;Isaac Asimov;The End of Eternity;1958
B657;Isaac Asimov;The End of Eternity;1956
B658;Jane Austen;Pride and Prejudice;1830
B659;Jane Austen;Pride and Prejudice;1823
B660;Jane Austen;Emma;1823
B661;Jane Austen;Emma;1825
B662;Jane Austen;Sense and Sensibility;1831
B663;Jane Austen;Sense and Sensibility;1823
B664;Jane Austen;Sense and Sensibility;1821
B665;Jane Austen;Sense and Sensibility;1829
B666;Jane Austen;Sense and Sensibility;1812
B667;George Orwell;1984;1956
B668;George Orwell;1984;1960
B669;George Orwell;Animal Farm;1965
B670;George Orwell;Animal Farm;1962
B671;George Orwell;Animal Farm;1963
B672;Charles Dickens;A Tale of Two Cities;1866
B673;Charles Dickens;A Tale of Two Cities;1871
B674;Charles Dickens;A Tale of Two Cities;1871
B675;Charles Dickens;Great Expectations;1877
B676;Charles Dickens;Great Expectations;1881
B677;Charles Dickens;Oliver Twist;1841
B678;Charles Dickens;Oliver Twist;1842
B679;Charles Dickens;Oliver Twist;1855
B680;Mark Twain;The Adventures of Tom Sawyer;1884
B681;Mark Twain;The Adventures of Tom Sawyer;1881
B682;Mark Twain;Adventures of Huckleberry Finn;1889
B683;Mark Twain;Adventures of Huckleberry Finn;1887
B684;Mark Twain;Adventures of Huckleberry Finn;1902
B685;Mark Twain;Adventures of Huckleberry Finn;1894
B686;Virginia Woolf;Mrs Dalloway;1937
B687;Virginia Woolf;Mrs Dalloway;1925
B688;Virginia Woolf;Mrs Dalloway;1929
B689;Virginia Woolf;Mrs Dalloway;1936
B690;Virginia Woolf;Mrs Dalloway;1929
B691;Virginia Woolf;To the Lighthouse;1933
B692;Virginia Woolf;To the Lighthouse;1930
B693;Virginia Woolf;To the Lighthouse;1942
B694;Virginia Woolf;Orlando;1947
B695;Virginia Woolf;Orlando;1939
B696;Virginia Woolf;Orlando;1934
B697;Virginia Woolf;Orlando;1941
B698;J.R.R. Tolkien;The Hobbit;1954
B699;J.R.R. Tolkien;The Hobbit;1940
B700;J.R.R. Tolkien;The Hobbit;1938
B701;J.R.R. Tolkien;The Hobbit;1955
B702;J.R.R. Tolkien;The Fellowship of the Ring;1964
B703;J.R.R. Tolkien;The Fellowship of the Ring;1968
B704;J.R.R. Tolkien;The Fellowship of the Ring;1955
B705;J.R.R. Tolkien;The Two Towers;1961
B706;J.R.R. Tolkien;The Two Towers;1958
B707;J.R.R. Tolkien;The Return of the King;1955
B708;J.R.R. Tolkien;The Return of the King;1962
B709;J.R.R. Tolkien;The Return of the King;1959
B710;J.R.R. Tolkien;The Return of the King;1958
B711;Agatha Christie;Murder on the Orient Express;1937
B712;Agatha Christie;Murder on the Orient Express;1943
B713;Agatha Christie;Murder on the Orient Express;1953
B714;Agatha Christie;Murder on the Orient Express;1941
B715;Agatha Christie;Murder on the Orient Express;1953
B716;Agatha Christie;Death on the Nile;1956
B717;Agatha Christie;Death on the Nile;1941
B718;Agatha Christie;Death on the Nile;1953
B719;Agatha Christie;Death on the Nile;1941
B720;Agatha Christie;The Murder of Roger Ackroyd;1928
B721;Agatha Christie;The Murder of Roger Ackroyd;1934
B722;Agatha Christie;The Murder of Roger Ackroyd;1928
B723;Agatha Christie;The Murder of Roger Ackroyd;1937
B724;Agatha Christie;The Murder of Roger Ackroyd;1929
B725;Leo Tolstoy;War and Peace;1876
B726;Leo Tolstoy;War and Peace;1882
B727;Leo Tolstoy;War and Peace;1871
B728;Leo Tolstoy;War and Peace;1886
B729;Leo Tolstoy;Anna Karenina;1885
B730;Leo Tolstoy;Anna Karenina;1896
B731;Stephen King;The Shining;1990
B732;Stephen King;The Shining;1997
B733;Stephen King;It;2006
B734;Stephen King;It;1994
B735;Stephen King;It;1997
B736;Stephen King;It;1986
B737;Stephen King;It;1986
B738;Stephen King;Misery;1989
B739;Stephen King;Misery;1991
B740;Stephen King;Misery;1988
B741;Stephen King;Misery;2002
B742;Stephen King;Misery;2000
B743;Stephen King;The Dark Tower;1985
B744;Stephen King;The Dark Tower;1996
B745;Stephen King;The Dark Tower;1988
B746;Isaac Asimov;Foundation;1962
B747;Isaac Asimov;Foundation;1966
B748;Isaac Asimov;Foundation;1951
B749;Isaac Asimov;Foundation;1960
B750;Isaac Asimov;Foundation;1960
B751;Isaac Asimov;I, Robot;1969
B752;Isaac Asimov;I, Robot;1961
B753;Isaac Asimov;I, Robot;1951
B754;Isaac Asimov;I, Robot;1961
B755;Isaac Asimov;The End of Eternity;1968
B756;Isaac Asimov;The End of Eternity;1966
B757;Jane Austen;Pride and Prejudice;1827
B758;Jane Austen;Pride and Prejudice;1819
B759;Jane Austen;Pride and Prejudice;1821
B760;Jane Austen;Pride and Prejudice;1821
B761;Jane Austen;Pride and Prejudice;1819
B762;Jane Austen;Emma;1828
B763;Jane Austen;Emma;1827
B764;Jane Austen;Emma;1824
B765;Jane Austen;Emma;1833
B766;Jane Austen;Emma;1817
B767;Jane Austen;Sense and Sensibility;1824
B768;Jane Austen;Sense and Sensibility;1824
B769;Jane Austen;Sense and Sensibility;1814
B770;Jane Austen;Sense and Sensibility;1811
B771;George Orwell;1984;1966
B772;George Orwell;1984;1955
B773;George Orwell;1984;1965
B774;George Orwell;1984;1961
B775;George Orwell;1984;1969
B776;George Orwell;Animal Farm;1964
B777;George Orwell;Animal Farm;1964
B778;George Orwell;Animal Farm;1950
B779;Charles Dickens;A Tale of Two Cities;1863
B780;Charles Dickens;A Tale of Two Cities;1869
B781;Charles Dickens;A Tale of Two Cities;1875
B782;Charles Dickens;A Tale of Two Cities;1878
B783;Charles Dickens;Great Expectations;1878
B784;Charles Dickens;Great Expectations;1873
B785;Charles Dickens;Great Expectations;1870
B786;Charles Dickens;Great Expectations;1879
B787;Charles Dickens;Great Expectations;1861
B788;Charles Dickens;Oliver Twist;1843
B789;Charles Dickens;Oliver Twist;1844
B790;Charles Dickens;Oliver Twist;1850
B791;Charles Dickens;Oliver Twist;1850
B792;Mark Twain;The Adventures of Tom Sawyer;1876
B793;Mark Twain;The Adventures of Tom Sawyer;1890
B794;Mark Twain;The Adventures of Tom Sawyer;1880
B795;Mark Twain;The Adventures of Tom Sawyer;1890
B796;Mark Twain;The Adventures of Tom Sawyer;1884
B797;Mark Twain;Adventures of Huckleberry Finn;1895
B798;Mark Twain;Adventures of Huckleberry Finn;1892
B799;Mark Twain;Adventures of Huckleberry Finn;1897
B800;Mark Twain;Adventures of Huckleberry Finn;1903
B801;Mark Twain;Adventures of Huckleberry Finn;1891
B802;Virginia Woolf;Mrs Dalloway;1944
B803;Virginia Woolf;Mrs Dalloway;1928
B804;Virginia Woolf;Mrs Dalloway;1925
B805;Virginia Woolf;Mrs Dalloway;1926
B806;Virginia Woolf;To the Lighthouse;1934
B807;Virginia Woolf;To the Lighthouse;1934
B808;Virginia Woolf;To the Lighthouse;1941
B809;Virginia Woolf;To the Lighthouse;1929
B810;Virginia Woolf;Orlando;1933
B811;Virginia Woolf;Orlando;1943
B812;Virginia Woolf;Orlando;1936
B813;Virginia Woolf;Orlando;1933
B814;Virginia Woolf;Orlando;1935
B815;J.R.R. Tolkien;The Hobbit;1942
B816;J.R.R. Tolkien;The Hobbit;1949
B817;J.R.R. Tolkien;The Hobbit;1938
B818;J.R.R. Tolkien;The Hobbit;1954
B819;J.R.R. Tolkien;The Hobbit;1957
B820;J.R.R. Tolkien;The Fellowship of the Ring;1957
B821;J.R.R. Tolkien;The Fellowship of the Ring;1956
B822;J.R.R. Tolkien;The Fellowship of the Ring;1954
B823;J.R.R. Tolkien;The Fellowship of the Ring;1963
B824;J.R.R. Tolkien;The Two Towers;1966
B825;J.R.R. Tolkien;The Two Towers;1955
B826;J.R.R. Tolkien;The Two Towers;1955
B827;J.R.R. Tolkien;The Two Towers;1963
B828;J.R.R. Tolkien;The Return of the King;1958
B829;J.R.R. Tolkien;The Return of the King;1956
B830;J.R.R. Tolkien;The Return of the King;1959
B831;Agatha Christie;Murder on the Orient Express;1940
B832;Agatha Christie;Murder on the Orient Express;1934
B833;Agatha Christie;Death on the Nile;1946
B834;Agatha Christie;Death on the Nile;1955
B835;Agatha Christie;Death on the Nile;1951
B836;Agatha Christie;Death on the Nile;1941
B837;Agatha Christie;The Murder of Roger Ackroyd;1936
B838;Agatha Christie;The Murder of Roger Ackroyd;1936
B839;Agatha Christie;The Murder of Roger Ackroyd;1930
B840;Agatha Christie;The Murder of Roger Ackroyd;1937
B841;Leo Tolstoy;War and Peace;1882
B842;Leo Tolstoy;War and Peace;1875
B843;Leo Tolstoy;War and Peace;1878
B844;Leo Tolstoy;War and Peace;1869
B845;Leo Tolstoy;War and Peace;1877
B846;Leo Tolstoy;Anna Karenina;1879
B847;Leo Tolstoy;Anna Karenina;1892
B848;Stephen King;The Shining;1979
B849;Stephen King;The Shining;1993
B850;Stephen King;It;1995
B851;Stephen King;It;2005
B852;Stephen King;It;1994
B853;Stephen King;It;1999
B854;Stephen King;Misery;1994
B855;Stephen King;Misery;1990
B856;Stephen King;Misery;1991
B857;Stephen King;Misery;2004
B858;Stephen King;The Dark Tower;1994
B859;Stephen King;The Dark Tower;1988
B860;Stephen King;The Dark Tower;1983
B861;Isaac Asimov;Foundation;1955
B862;Isaac Asimov;Foundation;1958
B863;Isaac Asimov;Foundation;1961
B864;Isaac Asimov;Foundation;1970
B865;Isaac Asimov;I, Robot;1962
B866;Isaac Asimov;I, Robot;1953
B867;Isaac Asimov;The End of Eternity;1971
B868;Isaac Asimov;The End of Eternity;1975
B869;Isaac Asimov;The End of Eternity;1955
B870;Jane Austen;Pride and Prejudice;1813
B871;Jane Austen;Pride and Prejudice;1817
B872;Jane Austen;Pride and Prejudice;1813
B873;Jane Austen;Pride and Prejudice;1813
B874;Jane Austen;Emma;1816
B875;Jane Austen;Emma;1834
B876;Jane Austen;Emma;1833
B877;Jane Austen;Sense and Sensibility;1814
B878;Jane Austen;Sense and Sensibility;1821
B879;Jane Austen;Sense and Sensibility;1825
B880;Jane Austen;Sense and Sensibility;1826
B881;Jane Austen;Sense and Sensibility;1830
B882;George Orwell;1984;1959
B883;George Orwell;1984;1962
B884;George Orwell;1984;1956
B885;George Orwell;1984;1966
B886;George Orwell;1984;1965
B887;George Orwell;Animal Farm;1965
B888;George Orwell;Animal Farm;1959
B889;George Orwell;Animal Farm;1952
B890;Charles Dickens;A Tale of Two Cities;1878
B891;Charles Dickens;A Tale of Two Cities;1863
B892;Charles Dickens;A Tale of Two Cities;1862
B893;Charles Dickens;A Tale of Two Cities;1865
B894;Charles Dickens;Great Expectations;1861
B895;Charles Dickens;Great Expectations;1880
B896;Charles Dickens;Great Expectations;1880
B897;Charles Dickens;Oliver Twist;1851
B898;Charles Dickens;Oliver Twist;1853
B899;Charles Dickens;Oliver Twist;1840
B900;Charles Dickens;Oliver Twist;1844
B901;Mark Twain;The Adventures of Tom Sawyer;1879
B902;Mark Twain;The Adventures of Tom Sawyer;1881
B903;Mark Twain;The Adventures of Tom Sawyer;1891
B904;Mark Twain;The Adventures of Tom Sawyer;1890
B905;Mark Twain;Adventures of Huckleberry Finn;1900
B906;Mark Twain;Adventures of Huckleberry Finn;1895
B907;Mark Twain;Adventures of Huckleberry Finn;1903
B908;Mark Twain;Adventures of Huckleberry Finn;1891
B909;Mark Twain;Adventures of Huckleberry Finn;1892
B910;Virginia Woolf;Mrs Dalloway;1936
B911;Virginia Woolf;Mrs Dalloway;1926
B912;Virginia Woolf;Mrs Dalloway;1942
B913;Virginia Woolf;To the Lighthouse;1936
B914;Virginia Woolf;To the Lighthouse;1946
B915;Virginia Woolf;To the Lighthouse;1933
B916;Virginia Woolf;Orlando;1932
B917;Virginia Woolf;Orlando;1932
B918;Virginia Woolf;Orlando;1942
B919;Virginia Woolf;Orlando;1948
B920;J.R.R. Tolkien;The Hobbit;1942
B921;J.R.R. Tolkien;The Hobbit;1938
B922;J.R.R. Tolkien;The Hobbit;1951
B923;J.R.R. Tolkien;The Hobbit;1941
B924;J.R.R. Tolkien;The Fellowship of the Ring;1965
B925;J.R.R. Tolkien;The Fellowship of the Ring;1956
B926;J.R.R. Tolkien;The Fellowship of the Ring;1966
B927;J.R.R. Tolkien;The Fellowship of the Ring;1965
B928;J.R.R. Tolkien;The Fellowship of the Ring;1960
B929;J.R.R. Tolkien;The Two Towers;1971
B930;J.R.R. Tolkien;The Two Towers;1967
B931;J.R.R. Tolkien;The Two Towers;1959
B932;J.R.R. Tolkien;The Return of the King;1972
B933;J.R.R. Tolkien;The Return of the King;1961
B934;J.R.R. Tolkien;The Return of the King;1971
B935;Agatha Christie;Murder on the Orient Express;1936
B936;Agatha Christie;Murder on the Orient Express;1945
B937;Agatha Christie;Murder on the Orient Express;1944
B938;Agatha Christie;Death on the Nile;1956
B939;Agatha Christie;Death on the Nile;1938
B940;Agatha Christie;Death on the Nile;1939
B941;Agatha Christie;Death on the Nile;1957
B942;Agatha Christie;The Murder of Roger Ackroyd;1946
B943;Agatha Christie;The Murder of Roger Ackroyd;1946
B944;Agatha Christie;The Murder of Roger Ackroyd;1932
B945;Agatha Christie;The Murder of Roger Ackroyd;1929
B946;Agatha Christie;The Murder of Roger Ackroyd;1944
B947;Leo Tolstoy;War and Peace;1887
B948;Leo Tolstoy;War and Peace;1881
B949;Leo Tolstoy;War and Peace;1879
B950;Leo Tolstoy;War and Peace;1880
B951;Leo Tolstoy;Anna Karenina;1885
B952;Leo Tolstoy;Anna Karenina;1885
B953;Leo Tolstoy;Anna Karenina;1877
B954;Leo Tolstoy;Anna Karenina;1886
B955;Stephen King;The Shining;1991
B956;Stephen King;The Shining;1995
B957;Stephen King;The Shining;1985
B958;Stephen King;It;1987
B959;Stephen King;It;2003
B960;Stephen King;It;2003
B961;Stephen King;Misery;2002
B962;Stephen King;Misery;1987
B963;Stephen King;The Dark Tower;1989
B964;Stephen King;The Dark Tower;1989
B965;Stephen King;The Dark Tower;1982
B966;Stephen King;The Dark Tower;1990
B967;Isaac Asimov;Foundation;1966
B968;Isaac Asimov;Foundation;1962
B969;Isaac Asimov;Foundation;1952
B970;Isaac Asimov;Foundation;1962
B971;Isaac Asimov;Foundation;1956
B972;Isaac Asimov;I, Robot;1963
B973;Isaac Asimov;I, Robot;1957
B974;Isaac Asimov;The End of Eternity;1956
B975;Isaac Asimov;The End of Eternity;1956
B976;Jane Austen;Pride and Prejudice;1827
B977;Jane Austen;Pride and Prejudice;1830
B978;Jane Austen;Pride and Prejudice;1820
B979;Jane Austen;Emma;1815
B980;Jane Austen;Emma;1833
B981;Jane Austen;Emma;1826
B982;Jane Austen;Emma;1826
B983;Jane Austen;Sense and Sensibility;1812
B984;Jane Austen;Sense and Sensibility;1826
B985;Jane Austen;Sense and Sensibility;1824
B986;Jane Austen;Sense and Sensibility;1823
B987;Jane Austen;Sense and Sensibility;1821
B988;George Orwell;1984;1953
B989;George Orwell;1984;1969
B990;George Orwell;1984;1949
B991;George Orwell;1984;1960
B992;George Orwell;Animal Farm;1962
B993;George Orwell;Animal Farm;1949
B994;George Orwell;Animal Farm;1950
B995;Charles Dickens;A Tale of Two Cities;1863
B996;Charles Dickens;A Tale of Two Cities;1863
B997;Charles Dickens;A Tale of Two Cities;1876
B998;Charles Dickens;Great Expectations;1877
B999;Charles Dickens;Great Expectations;1877
B1000;Charles Dickens;Great Expectations;1878
B1001;Charles Dickens;Great Expectations;1880
B1002;Charles Dickens;Oliver Twist;1838
B1003;Charles Dickens;Oliver Twist;1857
B1004;Mark Twain;The Adventures of Tom Sawyer;1891
B1005;Mark Twain;The Adventures of Tom Sawyer;1880
B1006;Mark Twain;The Adventures of Tom Sawyer;1883
B1007;Mark Twain;The Adventures of Tom Sawyer;1895
B1008;Mark Twain;The Adventures of Tom Sawyer;1890
B1009;Mark Twain;Adventures of Huckleberry Finn;1886
B1010;Mark Twain;Adventures of Huckleberry Finn;1891
B1011;Mark Twain;Adventures of Huckleberry Finn;1893
B1012;Virginia Woolf;Mrs Dalloway;1925
B1013;Virginia Woolf;Mrs Dalloway;1928
B1014;Virginia Woolf;Mrs Dalloway;1940
B1015;Virginia Woolf;Mrs Dalloway;1936
B1016;Virginia Woolf;Mrs Dalloway;1932
B1017;Virginia Woolf;To the Lighthouse;1927
B1018;Virginia Woolf;To the Lighthouse;1936
B1019;Virginia Woolf;To the Lighthouse;1941
B1020;Virginia Woolf;To the Lighthouse;1938
B1021;Virginia Woolf;Orlando;1947
B1022;Virginia Woolf;Orlando;1929
B1023;Virginia Woolf;Orlando;1933
B1024;Virginia Woolf;Orlando;1929
B1025;J.R.R. Tolkien;The Hobbit;1951
B1026;J.R.R. Tolkien;The Hobbit;1937
B1027;J.R.R. Tolkien;The Hobbit;1938
B1028;J.R.R. Tolkien;The Hobbit;1941
B1029;J.R.R. Tolkien;The Hobbit;1947
B1030;J.R.R. Tolkien;The Fellowship of the Ring;1973
B1031;J.R.R. Tolkien;The Fellowship of the Ring;1958
B1032;J.R.R. Tolkien;The Fellowship of the Ring;1974
B1033;J.R.R. Tolkien;The Fellowship of the Ring;1955
B1034;J.R.R. Tolkien;The Two Towers;1954
B1035;J.R.R. Tolkien;The Two Towers;1966
B1036;J.R.R. Tolkien;The Two Towers;1971
B1037;J.R.R. Tolkien;The Two Towers;1973
B1038;J.R.R. Tolkien;The Two Towers;1968
B1039;J.R.R. Tolkien;The Return of the King;1974
B1040;J.R.R. Tolkien;The Return of the King;1964
B1041;J.R.R. Tolkien;The Return of the King;1972
B1042;J.R.R. Tolkien;The Return of the King;1958
B1043;J.R.R. Tolkien;The Return of the King;1957
B1044;Agatha Christie;Murder on the Orient Express;1948
B1045;Agatha Christie;Murder on the Orient Express;1939
B1046;Agatha Christie;Murder on the Orient Express;1948
B1047;Agatha Christie;Murder on the Orient Express;1947
B1048;Agatha Christie;Murder on the Orient Express;1953
B1049;Agatha Christie;Death on the Nile;1956
B1050;Agatha Christie;Death on the Nile;1951
B1051;Agatha Christie;Death on the Nile;1948
B1052;Agatha Christie;Death on the Nile;1954
B1053;Agatha Christie;Death on the Nile;1948
B1054;Agatha Christie;The Murder of Roger Ackroyd;1943
B1055;Agatha Christie;The Murder of Roger Ackroyd;1931
B1056;Agatha Christie;The Murder of Roger Ackroyd;1939
B1057;Leo Tolstoy;War and Peace;1888
B1058;Leo Tolstoy;War and Peace;1880
B1059;Leo Tolstoy;Anna Karenina;1895
B1060;Leo Tolstoy;Anna Karenina;1890
B1061;Stephen King;The Shining;1992
B1062;Stephen King;The Shining;1980
B1063;Stephen King;The Shining;1982
B1064;Stephen King;The Shining;1977
B1065;Stephen King;The Shining;1995
B1066;Stephen King;It;1997
B1067;Stephen King;It;1998
B1068;Stephen King;It;2004
B1069;Stephen King;It;1992
B1070;Stephen King;It;1986
B1071;Stephen King;Misery;1998
B1072;Stephen King;Misery;1996
B1073;Stephen King;Misery;1988
B1074;Stephen King;The Dark Tower;1996
B1075;Stephen King;The Dark Tower;1998
B1076;Stephen King;The Dark Tower;1984
B1077;Isaac Asimov;Foundation;1967
B1078;Isaac Asimov;Foundation;1951
B1079;Isaac Asimov;I, Robot;1964
B1080;Isaac Asimov;I, Robot;1959
B1081;Isaac Asimov;I, Robot;1959
B1082;Isaac Asimov;I, Robot;1961
B1083;Isaac Asimov;I, Robot;1956
B1084;Isaac Asimov;The End of Eternity;1960
B1085;Isaac Asimov;The End of Eternity;1965
B1086;Isaac Asimov;The End of Eternity;1968
B1087;Isaac Asimov;The End of Eternity;1957
B1088;Jane Austen;Pride and Prejudice;1832
B1089;Jane Austen;Pride and Prejudice;1826
B1090;Jane Austen;Pride and Prejudice;1830
B1091;Jane Austen;Pride and Prejudice;1817
B1092;Jane Austen;Emma;1818
B1093;Jane Austen;Emma;1822
B1094;Jane Austen;Emma;1834
B1095;Jane Austen;Emma;1834
B1096;Jane Austen;Sense and Sensibility;1820
B1097;Jane Austen;Sense and Sensibility;1823
B1098;George Orwell;1984;1953
B1099;George Orwell;1984;1966
B1100;George Orwell;1984;1965
B1101;George Orwell;1984;1967
B1102;George Orwell;1984;1959
B1103;George Orwell;Animal Farm;1958
B1104;George Orwell;Animal Farm;1959
B1105;George Orwell;Animal Farm;1951
B1106;George Orwell;Animal Farm;1954
B1107;Charles Dickens;A Tale of Two Cities;1864
B1108;Charles Dickens;A Tale of Two Cities;1874
B1109;Charles Dickens;A Tale of Two Cities;1867
B1110;Charles Dickens;A Tale of Two Cities;1865
B1111;Charles Dickens;Great Expectations;1869
B1112;Charles Dickens;Great Expectations;1861
B1113;Charles Dickens;Great Expectations;1876
B1114;Charles Dickens;Great Expectations;1861
B1115;Charles Dickens;Oliver Twist;1839
B1116;Charles Dickens;Oliver Twist;1838
B1117;Mark Twain;The Adventures of Tom Sawyer;1879
B1118;Mark Twain;The Adventures of Tom Sawyer;1894
B1119;Mark Twain;The Adventures of Tom Sawyer;1892
B1120;Mark Twain;The Adventures of Tom Sawyer;1887
B1121;Mark Twain;Adventures of Huckleberry Finn;1903
B1122;Mark Twain;Adventures of Huckleberry Finn;1898
B1123;Mark Twain;Adventures of Huckleberry Finn;1886
